Faction,Race,Class,Level,Count
Alliance,Human,Hunter,90,2731
Alliance,Human,Mage,11,63
Alliance,Human,Mage,12,47
Alliance,Human,Mage,13,63
Alliance,Human,Mage,14,57
Alliance,Human,Mage,15,70
Alliance,Human,Mage,16,34
Alliance,Human,Mage,17,35
Alliance,Human,Mage,18,41
Alliance,Human,Mage,19,55
Alliance,Human,Mage,20,83
Alliance,Human,Mage,21,52
Alliance,Human,Mage,22,42
Alliance,Human,Mage,23,40
Alliance,Human,Mage,24,49
Alliance,Human,Mage,25,38
Alliance,Human,Mage,26,46
Alliance,Human,Mage,27,31
Alliance,Human,Mage,28,27
Alliance,Human,Mage,29,29
Alliance,Human,Mage,30,35
Alliance,Human,Mage,31,36
Alliance,Human,Mage,32,39
Alliance,Human,Mage,33,32
Alliance,Human,Mage,34,30
Alliance,Human,Mage,35,35
Alliance,Human,Mage,36,39
Alliance,Human,Mage,37,36
Alliance,Human,Mage,38,23
Alliance,Human,Mage,39,32
Alliance,Human,Mage,40,39
Alliance,Human,Mage,41,38
Alliance,Human,Mage,42,44
Alliance,Human,Mage,43,33
Alliance,Human,Mage,44,35
Alliance,Human,Mage,45,31
Alliance,Human,Mage,46,26
Alliance,Human,Mage,47,28
Alliance,Human,Mage,48,29
Alliance,Human,Mage,49,29
Alliance,Human,Mage,50,36
Alliance,Human,Mage,51,37
Alliance,Human,Mage,52,30
Alliance,Human,Mage,53,27
Alliance,Human,Mage,54,34
Alliance,Human,Mage,55,27
Alliance,Human,Mage,56,32
Alliance,Human,Mage,57,24
Alliance,Human,Mage,58,24
Alliance,Human,Mage,59,11
Alliance,Human,Mage,60,42
Alliance,Human,Mage,61,48
Alliance,Human,Mage,62,37
Alliance,Human,Mage,63,35
Alliance,Human,Mage,64,32
Alliance,Human,Mage,65,29
Alliance,Human,Mage,66,35
Alliance,Human,Mage,67,42
Alliance,Human,Mage,68,43
Alliance,Human,Mage,69,21
Alliance,Human,Mage,70,81
Alliance,Human,Mage,71,51
Alliance,Human,Mage,72,39
Alliance,Human,Mage,73,49
Alliance,Human,Mage,74,45
Alliance,Human,Mage,75,50
Alliance,Human,Mage,76,28
Alliance,Human,Mage,77,36
Alliance,Human,Mage,78,36
Alliance,Human,Mage,79,35
Alliance,Human,Mage,80,157
Alliance,Human,Mage,81,109
Alliance,Human,Mage,82,86
Alliance,Human,Mage,83,90
Alliance,Human,Mage,84,86
Alliance,Human,Mage,85,1600
Alliance,Human,Mage,86,659
Alliance,Human,Mage,87,682
Alliance,Human,Mage,88,537
Alliance,Human,Mage,89,412
Alliance,Human,Mage,90,8814
Alliance,Human,Monk,11,46
Alliance,Human,Monk,12,56
Alliance,Human,Monk,13,48
Alliance,Human,Monk,14,50
Alliance,Human,Monk,15,54
Alliance,Human,Monk,16,27
Alliance,Human,Monk,17,39
Alliance,Human,Monk,18,45
Alliance,Human,Monk,19,54
Alliance,Human,Monk,20,41
Alliance,Human,Monk,21,46
Alliance,Human,Monk,22,44
Alliance,Human,Monk,23,34
Alliance,Human,Monk,24,39
Alliance,Human,Monk,25,41
Alliance,Human,Monk,26,45
Alliance,Human,Monk,27,42
Alliance,Human,Monk,28,37
Alliance,Human,Monk,29,34
Alliance,Human,Monk,30,47
Alliance,Human,Monk,31,37
Alliance,Human,Monk,32,42
Alliance,Human,Monk,33,45
Alliance,Human,Monk,34,23
Alliance,Human,Monk,35,30
Alliance,Human,Monk,36,40
Alliance,Human,Monk,37,29
Alliance,Human,Monk,38,30
Alliance,Human,Monk,39,38
Alliance,Human,Monk,40,53
Alliance,Human,Monk,41,37
Alliance,Human,Monk,42,40
Alliance,Human,Monk,43,46
Alliance,Human,Monk,44,37
Alliance,Human,Monk,45,40
Alliance,Human,Monk,46,31
Alliance,Human,Monk,47,39
Alliance,Human,Monk,48,28
Alliance,Human,Monk,49,37
Alliance,Human,Monk,50,29
Alliance,Human,Monk,51,25
Alliance,Human,Monk,52,25
Alliance,Human,Monk,53,26
Alliance,Human,Monk,54,23
Alliance,Human,Monk,55,29
Alliance,Human,Monk,56,24
Alliance,Human,Monk,57,28
Alliance,Human,Monk,58,23
Alliance,Human,Monk,59,25
Alliance,Human,Monk,60,35
Alliance,Human,Monk,61,28
Alliance,Human,Monk,62,19
Alliance,Human,Monk,63,35
Alliance,Human,Monk,64,32
Alliance,Human,Monk,65,28
Alliance,Human,Monk,66,44
Alliance,Human,Monk,67,41
Alliance,Human,Monk,68,31
Alliance,Human,Monk,69,24
Alliance,Human,Monk,70,47
Alliance,Human,Monk,71,37
Alliance,Human,Monk,72,29
Alliance,Human,Monk,73,30
Alliance,Human,Monk,74,28
Alliance,Human,Monk,75,27
Alliance,Human,Monk,76,24
Alliance,Human,Monk,77,27
Alliance,Human,Monk,78,15
Alliance,Human,Monk,79,26
Alliance,Human,Monk,80,43
Alliance,Human,Monk,81,38
Alliance,Human,Monk,82,34
Alliance,Human,Monk,83,38
Alliance,Human,Monk,84,37
Alliance,Human,Monk,85,75
Alliance,Human,Monk,86,75
Alliance,Human,Monk,87,77
Alliance,Human,Monk,88,68
Alliance,Human,Monk,89,65
Alliance,Human,Monk,90,1281
Alliance,Human,Paladin,11,122
Alliance,Human,Paladin,12,89
Alliance,Human,Paladin,13,115
Alliance,Human,Paladin,14,118
Alliance,Human,Paladin,15,122
Alliance,Human,Paladin,16,77
Alliance,Human,Paladin,17,79
Alliance,Human,Paladin,18,84
Alliance,Human,Paladin,19,117
Alliance,Human,Paladin,20,316
Alliance,Human,Paladin,21,90
Alliance,Human,Paladin,22,101
Alliance,Human,Paladin,23,77
Alliance,Human,Paladin,24,117
Alliance,Human,Paladin,25,71
Alliance,Human,Paladin,26,102
Alliance,Human,Paladin,27,72
Alliance,Human,Paladin,28,89
Alliance,Human,Paladin,29,92
Alliance,Human,Paladin,30,103
Alliance,Human,Paladin,31,91
Alliance,Human,Paladin,32,70
Alliance,Human,Paladin,33,92
Alliance,Human,Paladin,34,74
Alliance,Human,Paladin,35,64
Alliance,Human,Paladin,36,69
Alliance,Human,Paladin,37,77
Alliance,Human,Paladin,38,47
Alliance,Human,Paladin,39,70
Alliance,Human,Paladin,40,95
Alliance,Human,Paladin,41,88
Alliance,Human,Paladin,42,92
Alliance,Human,Paladin,43,99
Alliance,Human,Paladin,44,83
Alliance,Human,Paladin,45,94
Alliance,Human,Paladin,46,75
Alliance,Human,Paladin,47,74
Alliance,Human,Paladin,48,65
Alliance,Human,Paladin,49,67
Alliance,Human,Paladin,50,86
Alliance,Human,Paladin,51,65
Alliance,Human,Paladin,52,70
Alliance,Human,Paladin,53,77
Alliance,Human,Paladin,54,58
Alliance,Human,Paladin,55,78
Alliance,Human,Paladin,56,71
Alliance,Human,Paladin,57,75
Alliance,Human,Paladin,58,55
Alliance,Human,Paladin,59,45
Alliance,Human,Paladin,60,105
Alliance,Human,Paladin,61,66
Alliance,Human,Paladin,62,84
Alliance,Human,Paladin,63,111
Alliance,Human,Paladin,64,90
Alliance,Human,Paladin,65,73
Alliance,Human,Paladin,66,119
Alliance,Human,Paladin,67,95
Alliance,Human,Paladin,68,84
Alliance,Human,Paladin,69,88
Alliance,Human,Paladin,70,181
Alliance,Human,Paladin,71,88
Alliance,Human,Paladin,72,118
Alliance,Human,Paladin,73,81
Alliance,Human,Paladin,74,93
Alliance,Human,Paladin,75,81
Alliance,Human,Paladin,76,91
Alliance,Human,Paladin,77,86
Alliance,Human,Paladin,78,87
Alliance,Human,Paladin,79,70
Alliance,Human,Paladin,80,420
Alliance,Human,Paladin,81,273
Alliance,Human,Paladin,82,234
Alliance,Human,Paladin,83,209
Alliance,Human,Paladin,84,248
Alliance,Human,Paladin,85,2788
Alliance,Human,Paladin,86,1152
Alliance,Human,Paladin,87,1118
Alliance,Human,Paladin,88,977
Alliance,Human,Paladin,89,805
Alliance,Human,Paladin,90,17448
Alliance,Human,Priest,11,74
Alliance,Human,Priest,12,95
Alliance,Human,Priest,13,93
Alliance,Human,Priest,14,72
Alliance,Human,Priest,15,80
Alliance,Human,Priest,16,61
Alliance,Human,Priest,17,38
Alliance,Human,Priest,18,56
Alliance,Human,Priest,19,71
Alliance,Human,Priest,20,120
Alliance,Human,Priest,21,80
Alliance,Human,Priest,22,31
Alliance,Human,Priest,23,38
Alliance,Human,Priest,24,73
Alliance,Human,Priest,25,68
Alliance,Human,Priest,26,55
Alliance,Human,Priest,27,60
Alliance,Human,Priest,28,58
Alliance,Human,Priest,29,65
Alliance,Human,Priest,30,46
Alliance,Human,Priest,31,42
Alliance,Human,Priest,32,50
Alliance,Human,Priest,33,45
Alliance,Human,Priest,34,45
Alliance,Human,Priest,35,42
Alliance,Human,Priest,36,42
Alliance,Human,Priest,37,40
Alliance,Human,Priest,38,28
Alliance,Human,Priest,39,38
Alliance,Human,Priest,40,58
Alliance,Human,Priest,41,61
Alliance,Human,Priest,42,53
Alliance,Human,Priest,43,58
Alliance,Human,Priest,44,52
Alliance,Human,Priest,45,48
Alliance,Human,Priest,46,44
Alliance,Human,Priest,47,26
Alliance,Human,Priest,48,45
Alliance,Human,Priest,49,54
Alliance,Human,Priest,50,52
Alliance,Human,Priest,51,31
Alliance,Human,Priest,52,40
Alliance,Human,Priest,53,41
Alliance,Human,Priest,54,30
Alliance,Human,Priest,55,38
Alliance,Human,Priest,56,35
Alliance,Human,Priest,57,41
Alliance,Human,Priest,58,22
Alliance,Human,Priest,59,20
Alliance,Human,Priest,60,42
Alliance,Human,Priest,61,36
Alliance,Human,Priest,62,38
Alliance,Human,Priest,63,42
Alliance,Human,Priest,64,55
Alliance,Human,Priest,65,53
Alliance,Human,Priest,66,57
Alliance,Human,Priest,67,48
Alliance,Human,Priest,68,50
Alliance,Human,Priest,69,30
Alliance,Human,Priest,70,118
Alliance,Human,Priest,71,50
Alliance,Human,Priest,72,39
Alliance,Human,Priest,73,55
Alliance,Human,Priest,74,47
Alliance,Human,Priest,75,40
Alliance,Human,Priest,76,34
Alliance,Human,Priest,77,42
Alliance,Human,Priest,78,57
Alliance,Human,Priest,79,43
Alliance,Human,Priest,80,165
Alliance,Human,Priest,81,97
Alliance,Human,Priest,82,122
Alliance,Human,Priest,83,122
Alliance,Human,Priest,84,105
Alliance,Human,Priest,85,1253
Alliance,Human,Priest,86,580
Alliance,Human,Priest,87,577
Alliance,Human,Priest,88,496
Alliance,Human,Priest,89,379
Alliance,Human,Priest,90,8484
Alliance,Human,Rogue,11,55
Alliance,Human,Rogue,12,68
Alliance,Human,Rogue,13,64
Alliance,Human,Rogue,14,62
Alliance,Human,Rogue,15,49
Alliance,Human,Rogue,16,33
Alliance,Human,Rogue,17,42
Alliance,Human,Rogue,18,46
Alliance,Human,Rogue,19,49
Alliance,Human,Rogue,20,133
Alliance,Human,Rogue,21,52
Alliance,Human,Rogue,22,31
Alliance,Human,Rogue,23,36
Alliance,Human,Rogue,24,57
Alliance,Human,Rogue,25,30
Alliance,Human,Rogue,26,31
Alliance,Human,Rogue,27,36
Alliance,Human,Rogue,28,39
Alliance,Human,Rogue,29,51
Alliance,Human,Rogue,30,30
Alliance,Human,Rogue,31,35
Alliance,Human,Rogue,32,37
Alliance,Human,Rogue,33,29
Alliance,Human,Rogue,34,41
Alliance,Human,Rogue,35,38
Alliance,Human,Rogue,36,21
Alliance,Human,Rogue,37,22
Alliance,Human,Rogue,38,28
Alliance,Human,Rogue,39,25
Alliance,Human,Rogue,40,49
Alliance,Human,Rogue,41,36
Alliance,Human,Rogue,42,37
Alliance,Human,Rogue,43,32
Alliance,Human,Rogue,44,35
Alliance,Human,Rogue,45,50
Alliance,Human,Rogue,46,24
Alliance,Human,Rogue,47,27
Alliance,Human,Rogue,48,33
Alliance,Human,Rogue,49,25
Alliance,Human,Rogue,50,25
Alliance,Human,Rogue,51,25
Alliance,Human,Rogue,52,25
Alliance,Human,Rogue,53,21
Alliance,Human,Rogue,54,22
Alliance,Human,Rogue,55,21
Alliance,Human,Rogue,56,22
Alliance,Human,Rogue,57,18
Alliance,Human,Rogue,58,20
Alliance,Human,Rogue,59,25
Alliance,Human,Rogue,60,59
Alliance,Human,Rogue,61,27
Alliance,Human,Rogue,62,19
Alliance,Human,Rogue,63,26
Alliance,Human,Rogue,64,28
Alliance,Human,Rogue,65,26
Alliance,Human,Rogue,66,36
Alliance,Human,Rogue,67,36
Alliance,Human,Rogue,68,30
Alliance,Human,Rogue,69,26
Alliance,Human,Rogue,70,113
Alliance,Human,Rogue,71,43
Alliance,Human,Rogue,72,23
Alliance,Human,Rogue,73,34
Alliance,Human,Rogue,74,44
Alliance,Human,Rogue,75,29
Alliance,Human,Rogue,76,28
Alliance,Human,Rogue,77,30
Alliance,Human,Rogue,78,19
Alliance,Human,Rogue,79,24
Alliance,Human,Rogue,80,111
Alliance,Human,Rogue,81,59
Alliance,Human,Rogue,82,82
Alliance,Human,Rogue,83,57
Alliance,Human,Rogue,84,67
Alliance,Human,Rogue,85,926
Alliance,Human,Rogue,86,454
Alliance,Human,Rogue,87,391
Alliance,Human,Rogue,88,296
Alliance,Human,Rogue,89,271
Alliance,Human,Rogue,90,4075
Alliance,Human,Warlock,11,83
Alliance,Human,Warlock,12,77
Alliance,Human,Warlock,13,68
Alliance,Human,Warlock,14,91
Alliance,Human,Warlock,15,89
Alliance,Human,Warlock,16,58
Alliance,Human,Warlock,17,48
Alliance,Human,Warlock,18,69
Alliance,Human,Warlock,19,77
Alliance,Human,Warlock,20,110
Alliance,Human,Warlock,21,75
Alliance,Human,Warlock,22,68
Alliance,Human,Warlock,23,41
Alliance,Human,Warlock,24,64
Alliance,Human,Warlock,25,79
Alliance,Human,Warlock,26,60
Alliance,Human,Warlock,27,44
Alliance,Human,Warlock,28,54
Alliance,Human,Warlock,29,56
Alliance,Human,Warlock,30,64
Alliance,Human,Warlock,31,53
Alliance,Human,Warlock,32,69
Alliance,Human,Warlock,33,51
Alliance,Human,Warlock,34,50
Alliance,Human,Warlock,35,57
Alliance,Human,Warlock,36,44
Alliance,Human,Warlock,37,45
Alliance,Human,Warlock,38,42
Alliance,Human,Warlock,39,56
Alliance,Human,Warlock,40,61
Alliance,Human,Warlock,41,71
Alliance,Human,Warlock,42,65
Alliance,Human,Warlock,43,42
Alliance,Human,Warlock,44,59
Alliance,Human,Warlock,45,63
Alliance,Human,Warlock,46,63
Alliance,Human,Warlock,47,57
Alliance,Human,Warlock,48,51
Alliance,Human,Warlock,49,59
Alliance,Human,Warlock,50,59
Alliance,Human,Warlock,51,68
Alliance,Human,Warlock,52,61
Alliance,Human,Warlock,53,39
Alliance,Human,Warlock,54,44
Alliance,Human,Warlock,55,50
Alliance,Human,Warlock,56,40
Alliance,Human,Warlock,57,44
Alliance,Human,Warlock,58,43
Alliance,Human,Warlock,59,32
Alliance,Human,Warlock,60,80
Alliance,Human,Warlock,61,51
Alliance,Human,Warlock,62,45
Alliance,Human,Warlock,63,40
Alliance,Human,Warlock,64,57
Alliance,Human,Warlock,65,49
Alliance,Human,Warlock,66,59
Alliance,Human,Warlock,67,56
Alliance,Human,Warlock,68,64
Alliance,Human,Warlock,69,56
Alliance,Human,Warlock,70,95
Alliance,Human,Warlock,71,55
Alliance,Human,Warlock,72,55
Alliance,Human,Warlock,73,49
Alliance,Human,Warlock,74,50
Alliance,Human,Warlock,75,75
Alliance,Human,Warlock,76,51
Alliance,Human,Warlock,77,63
Alliance,Human,Warlock,78,52
Alliance,Human,Warlock,79,47
Alliance,Human,Warlock,80,176
Alliance,Human,Warlock,81,119
Alliance,Human,Warlock,82,118
Alliance,Human,Warlock,83,116
Alliance,Human,Warlock,84,118
Alliance,Human,Warlock,85,1285
Alliance,Human,Warlock,86,640
Alliance,Human,Warlock,87,515
Alliance,Human,Warlock,88,461
Alliance,Human,Warlock,89,370
Alliance,Human,Warlock,90,8015
Alliance,Human,Warrior,11,102
Alliance,Human,Warrior,12,83
Alliance,Human,Warrior,13,74
Alliance,Human,Warrior,14,103
Alliance,Human,Warrior,15,98
Alliance,Human,Warrior,16,67
Alliance,Human,Warrior,17,67
Alliance,Human,Warrior,18,59
Alliance,Human,Warrior,19,79
Alliance,Human,Warrior,20,154
Alliance,Human,Warrior,21,61
Alliance,Human,Warrior,22,66
Alliance,Human,Warrior,23,51
Alliance,Human,Warrior,24,47
Alliance,Human,Warrior,25,54
Alliance,Human,Warrior,26,66
Alliance,Human,Warrior,27,50
Alliance,Human,Warrior,28,61
Alliance,Human,Warrior,29,54
Alliance,Human,Warrior,30,63
Alliance,Human,Warrior,31,48
Alliance,Human,Warrior,32,61
Alliance,Human,Warrior,33,49
Alliance,Human,Warrior,34,59
Alliance,Human,Warrior,35,46
Alliance,Human,Warrior,36,31
Alliance,Human,Warrior,37,36
Alliance,Human,Warrior,38,45
Alliance,Human,Warrior,39,40
Alliance,Human,Warrior,40,65
Alliance,Human,Warrior,41,66
Alliance,Human,Warrior,42,53
Alliance,Human,Warrior,43,64
Alliance,Human,Warrior,44,60
Alliance,Human,Warrior,45,57
Alliance,Human,Warrior,46,47
Alliance,Human,Warrior,47,45
Alliance,Human,Warrior,48,39
Alliance,Human,Warrior,49,44
Alliance,Human,Warrior,50,51
Alliance,Human,Warrior,51,45
Alliance,Human,Warrior,52,42
Alliance,Human,Warrior,53,50
Alliance,Human,Warrior,54,53
Alliance,Human,Warrior,55,51
Alliance,Human,Warrior,56,41
Alliance,Human,Warrior,57,42
Alliance,Human,Warrior,58,46
Alliance,Human,Warrior,59,22
Alliance,Human,Warrior,60,85
Alliance,Human,Warrior,61,54
Alliance,Human,Warrior,62,61
Alliance,Human,Warrior,63,59
Alliance,Human,Warrior,64,72
Alliance,Human,Warrior,65,69
Alliance,Human,Warrior,66,58
Alliance,Human,Warrior,67,53
Alliance,Human,Warrior,68,68
Alliance,Human,Warrior,69,41
Alliance,Human,Warrior,70,132
Alliance,Human,Warrior,71,78
Alliance,Human,Warrior,72,59
Alliance,Human,Warrior,73,47
Alliance,Human,Warrior,74,53
Alliance,Human,Warrior,75,61
Alliance,Human,Warrior,76,52
Alliance,Human,Warrior,77,49
Alliance,Human,Warrior,78,50
Alliance,Human,Warrior,79,41
Alliance,Human,Warrior,80,203
Alliance,Human,Warrior,81,116
Alliance,Human,Warrior,82,100
Alliance,Human,Warrior,83,115
Alliance,Human,Warrior,84,112
Alliance,Human,Warrior,85,1044
Alliance,Human,Warrior,86,557
Alliance,Human,Warrior,87,512
Alliance,Human,Warrior,88,454
Alliance,Human,Warrior,89,398
Alliance,Human,Warrior,90,9784
Alliance,Night Elf,Death Knight,55,113
Alliance,Night Elf,Death Knight,56,74
Alliance,Night Elf,Death Knight,57,50
Alliance,Night Elf,Death Knight,58,178
Alliance,Night Elf,Death Knight,59,70
Alliance,Night Elf,Death Knight,60,130
Alliance,Night Elf,Death Knight,61,74
Alliance,Night Elf,Death Knight,62,68
Alliance,Night Elf,Death Knight,63,69
Alliance,Night Elf,Death Knight,64,56
Alliance,Night Elf,Death Knight,65,62
Alliance,Night Elf,Death Knight,66,48
Alliance,Night Elf,Death Knight,67,61
Alliance,Night Elf,Death Knight,68,39
Alliance,Night Elf,Death Knight,69,44
Alliance,Night Elf,Death Knight,70,53
Alliance,Night Elf,Death Knight,71,48
Alliance,Night Elf,Death Knight,72,46
Alliance,Night Elf,Death Knight,73,52
Alliance,Night Elf,Death Knight,74,32
Alliance,Night Elf,Death Knight,75,38
Alliance,Night Elf,Death Knight,76,34
Alliance,Night Elf,Death Knight,77,26
Alliance,Night Elf,Death Knight,78,31
Alliance,Night Elf,Death Knight,79,23
Alliance,Night Elf,Death Knight,80,116
Alliance,Night Elf,Death Knight,81,51
Alliance,Night Elf,Death Knight,82,64
Alliance,Night Elf,Death Knight,83,68
Alliance,Night Elf,Death Knight,84,48
Alliance,Night Elf,Death Knight,85,760
Alliance,Night Elf,Death Knight,86,384
Alliance,Night Elf,Death Knight,87,330
Alliance,Night Elf,Death Knight,88,263
Alliance,Night Elf,Death Knight,89,247
Alliance,Night Elf,Death Knight,90,3612
Alliance,Night Elf,Druid,11,177
Alliance,Night Elf,Druid,12,171
Alliance,Night Elf,Druid,13,168
Alliance,Night Elf,Druid,14,143
Alliance,Night Elf,Druid,15,148
Alliance,Night Elf,Druid,16,111
Alliance,Night Elf,Druid,17,114
Alliance,Night Elf,Druid,18,153
Alliance,Night Elf,Druid,19,142
Alliance,Night Elf,Druid,20,332
Alliance,Night Elf,Druid,21,126
Alliance,Night Elf,Druid,22,119
Alliance,Night Elf,Druid,23,98
Alliance,Night Elf,Druid,24,138
Alliance,Night Elf,Druid,25,116
Alliance,Night Elf,Druid,26,108
Alliance,Night Elf,Druid,27,103
Alliance,Night Elf,Druid,28,87
Alliance,Night Elf,Druid,29,100
Alliance,Night Elf,Druid,30,111
Alliance,Night Elf,Druid,31,115
Alliance,Night Elf,Druid,32,84
Alliance,Night Elf,Druid,33,75
Alliance,Night Elf,Druid,34,79
Alliance,Night Elf,Druid,35,80
Alliance,Night Elf,Druid,36,83
Alliance,Night Elf,Druid,37,82
Alliance,Night Elf,Druid,38,69
Alliance,Night Elf,Druid,39,90
Alliance,Night Elf,Druid,40,94
Alliance,Night Elf,Druid,41,102
Alliance,Night Elf,Druid,42,86
Alliance,Night Elf,Druid,43,94
Alliance,Night Elf,Druid,44,101
Alliance,Night Elf,Druid,45,102
Alliance,Night Elf,Druid,46,77
Alliance,Night Elf,Druid,47,65
Alliance,Night Elf,Druid,48,92
Alliance,Night Elf,Druid,49,71
Alliance,Night Elf,Druid,50,81
Alliance,Night Elf,Druid,51,73
Alliance,Night Elf,Druid,52,55
Alliance,Night Elf,Druid,53,63
Alliance,Night Elf,Druid,54,70
Alliance,Night Elf,Druid,55,73
Alliance,Night Elf,Druid,56,61
Alliance,Night Elf,Druid,57,52
Alliance,Night Elf,Druid,58,66
Alliance,Night Elf,Druid,59,38
Alliance,Night Elf,Druid,60,102
Alliance,Night Elf,Druid,61,77
Alliance,Night Elf,Druid,62,74
Alliance,Night Elf,Druid,63,74
Alliance,Night Elf,Druid,64,80
Alliance,Night Elf,Druid,65,100
Alliance,Night Elf,Druid,66,85
Alliance,Night Elf,Druid,67,86
Alliance,Night Elf,Druid,68,103
Alliance,Night Elf,Druid,69,68
Alliance,Night Elf,Druid,70,173
Alliance,Night Elf,Druid,71,93
Alliance,Night Elf,Druid,72,113
Alliance,Night Elf,Druid,73,91
Alliance,Night Elf,Druid,74,75
Alliance,Night Elf,Druid,75,85
Alliance,Night Elf,Druid,76,61
Alliance,Night Elf,Druid,77,69
Alliance,Night Elf,Druid,78,70
Alliance,Night Elf,Druid,79,66
Alliance,Night Elf,Druid,80,352
Alliance,Night Elf,Druid,81,213
Alliance,Night Elf,Druid,82,202
Alliance,Night Elf,Druid,83,217
Alliance,Night Elf,Druid,84,234
Alliance,Night Elf,Druid,85,2932
Alliance,Night Elf,Druid,86,1391
Alliance,Night Elf,Druid,87,1260
Alliance,Night Elf,Druid,88,1068
Alliance,Night Elf,Druid,89,942
Alliance,Night Elf,Druid,90,17305
Alliance,Night Elf,Hunter,11,89
Alliance,Night Elf,Hunter,12,112
Alliance,Night Elf,Hunter,13,78
Alliance,Night Elf,Hunter,14,88
Alliance,Night Elf,Hunter,15,71
Alliance,Night Elf,Hunter,16,51
Alliance,Night Elf,Hunter,17,66
Alliance,Night Elf,Hunter,18,57
Alliance,Night Elf,Hunter,19,68
Alliance,Night Elf,Hunter,20,192
Alliance,Night Elf,Hunter,21,56
Alliance,Night Elf,Hunter,22,46
Alliance,Night Elf,Hunter,23,45
Alliance,Night Elf,Hunter,24,50
Alliance,Night Elf,Hunter,25,64
Alliance,Night Elf,Hunter,26,57
Alliance,Night Elf,Hunter,27,40
Alliance,Night Elf,Hunter,28,50
Alliance,Night Elf,Hunter,29,45
Alliance,Night Elf,Hunter,30,58
Alliance,Night Elf,Hunter,31,52
Alliance,Night Elf,Hunter,32,36
Alliance,Night Elf,Hunter,33,47
Alliance,Night Elf,Hunter,34,56
Alliance,Night Elf,Hunter,35,27
Alliance,Night Elf,Hunter,36,40
Alliance,Night Elf,Hunter,37,40
Alliance,Night Elf,Hunter,38,33
Alliance,Night Elf,Hunter,39,30
Alliance,Night Elf,Hunter,40,54
Alliance,Night Elf,Hunter,41,50
Alliance,Night Elf,Hunter,42,46
Alliance,Night Elf,Hunter,43,36
Alliance,Night Elf,Hunter,44,53
Alliance,Night Elf,Hunter,45,36
Alliance,Night Elf,Hunter,46,39
Alliance,Night Elf,Hunter,47,37
Alliance,Night Elf,Hunter,48,23
Alliance,Night Elf,Hunter,49,36
Alliance,Night Elf,Hunter,50,43
Alliance,Night Elf,Hunter,51,34
Alliance,Night Elf,Hunter,52,35
Alliance,Night Elf,Hunter,53,32
Alliance,Night Elf,Hunter,54,33
Alliance,Night Elf,Hunter,55,46
Alliance,Night Elf,Hunter,56,34
Alliance,Night Elf,Hunter,57,29
Alliance,Night Elf,Hunter,58,29
Alliance,Night Elf,Hunter,59,26
Alliance,Night Elf,Hunter,60,47
Alliance,Night Elf,Hunter,61,50
Alliance,Night Elf,Hunter,62,41
Alliance,Night Elf,Hunter,63,59
Alliance,Night Elf,Hunter,64,48
Alliance,Night Elf,Hunter,65,55
Alliance,Night Elf,Hunter,66,56
Alliance,Night Elf,Hunter,67,56
Alliance,Night Elf,Hunter,68,35
Alliance,Night Elf,Hunter,69,38
Alliance,Night Elf,Hunter,70,92
Alliance,Night Elf,Hunter,71,55
Alliance,Night Elf,Hunter,72,67
Alliance,Night Elf,Hunter,73,49
Alliance,Night Elf,Hunter,74,66
Alliance,Night Elf,Hunter,75,57
Alliance,Night Elf,Hunter,76,51
Alliance,Night Elf,Hunter,77,49
Alliance,Night Elf,Hunter,78,52
Alliance,Night Elf,Hunter,79,40
Alliance,Night Elf,Hunter,80,172
Alliance,Night Elf,Hunter,81,118
Alliance,Night Elf,Hunter,82,124
Alliance,Night Elf,Hunter,83,149
Alliance,Night Elf,Hunter,84,123
Alliance,Night Elf,Hunter,85,1486
Alliance,Night Elf,Hunter,86,706
Alliance,Night Elf,Hunter,87,592
Alliance,Night Elf,Hunter,88,568
Alliance,Night Elf,Hunter,89,483
Alliance,Night Elf,Hunter,90,8369
Alliance,Night Elf,Mage,11,27
Alliance,Night Elf,Mage,12,35
Alliance,Night Elf,Mage,13,23
Alliance,Night Elf,Mage,14,29
Alliance,Night Elf,Mage,15,15
Alliance,Night Elf,Mage,16,15
Alliance,Night Elf,Mage,17,17
Alliance,Night Elf,Mage,18,16
Alliance,Night Elf,Mage,19,21
Alliance,Night Elf,Mage,20,44
Alliance,Night Elf,Mage,21,23
Alliance,Night Elf,Mage,22,19
Alliance,Night Elf,Mage,23,18
Alliance,Night Elf,Mage,24,20
Alliance,Night Elf,Mage,25,13
Alliance,Night Elf,Mage,26,14
Alliance,Night Elf,Mage,27,12
Alliance,Night Elf,Mage,28,13
Alliance,Night Elf,Mage,29,15
Alliance,Night Elf,Mage,30,19
Alliance,Night Elf,Mage,31,6
Alliance,Night Elf,Mage,32,8
Alliance,Night Elf,Mage,33,12
Alliance,Night Elf,Mage,34,13
Alliance,Night Elf,Mage,35,9
Alliance,Night Elf,Mage,36,4
Alliance,Night Elf,Mage,37,5
Alliance,Night Elf,Mage,38,10
Alliance,Night Elf,Mage,39,7
Alliance,Night Elf,Mage,40,16
Alliance,Night Elf,Mage,41,17
Alliance,Night Elf,Mage,42,10
Alliance,Night Elf,Mage,43,13
Alliance,Night Elf,Mage,44,10
Alliance,Night Elf,Mage,45,18
Alliance,Night Elf,Mage,46,9
Alliance,Night Elf,Mage,47,10
Alliance,Night Elf,Mage,48,13
Alliance,Night Elf,Mage,49,7
Alliance,Night Elf,Mage,50,13
Alliance,Night Elf,Mage,51,4
